Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51,,
P11,15.00 ,7.00 ,15.00 ,14.00 ,17.00 ,7.00 ,10.00 ,16.00 ,11.00 ,8.00 ,8.00 ,10.00 ,10.00 ,12.00 ,10.00 ,16.00 ,13.00 ,10.00 ,13.00 ,13.00 ,18.00 ,12.00 ,15.00 ,9.00 ,8.00 ,5.00 ,11.00 ,8.00 ,9.00 ,10.00 ,7.00 ,12.00 ,12.00 ,9.00 ,16.00 ,11.00 ,12.00 ,10.00 ,6.00 ,19.00 ,6.00 ,12.00 ,11.00 ,16.00 ,12.00 ,11.00 ,13.00 ,8.00 ,17.00 ,10.00 ,10.00 ,21.00 ,5.00 ,21.00 ,0.63 ,0.13 ,0.63 ,0.56 ,0.75 ,0.13 ,0.31 ,0.69 ,0.38 ,0.19 ,0.19 ,0.31 ,0.31 ,0.44 ,0.31 ,0.69 ,0.50 ,0.31 ,0.50 ,0.50 ,0.81 ,0.44 ,0.63 ,0.25 ,0.19 ,0.00 ,0.38 ,0.19 ,0.25 ,0.31 ,0.13 ,0.44 ,0.44 ,0.25 ,0.69 ,0.38 ,0.44 ,0.31 ,0.06 ,0.88 ,0.06 ,0.44 ,0.38 ,0.69 ,0.44 ,0.38 ,0.50 ,0.19 ,0.75 ,0.31 ,0.31 ,1.00 ,11.43 ,0.41 
P12,3.00 ,4.00 ,1.00 ,6.00 ,4.00 ,3.00 ,7.00 ,3.00 ,5.00 ,3.00 ,5.00 ,6.00 ,5.00 ,0.00 ,4.00 ,0.00 ,7.00 ,1.00 ,5.00 ,5.00 ,3.00 ,7.00 ,4.00 ,4.00 ,5.00 ,6.00 ,4.00 ,0.00 ,4.00 ,4.00 ,2.00 ,2.00 ,4.00 ,6.00 ,2.00 ,5.00 ,5.00 ,5.00 ,9.00 ,2.00 ,5.00 ,4.00 ,4.00 ,2.00 ,4.00 ,5.00 ,1.00 ,3.00 ,2.00 ,4.00 ,6.00 ,3.00 ,0.00 ,9.00 ,0.33 ,0.44 ,0.11 ,0.67 ,0.44 ,0.33 ,0.78 ,0.33 ,0.56 ,0.33 ,0.56 ,0.67 ,0.56 ,0.00 ,0.44 ,0.00 ,0.78 ,0.11 ,0.56 ,0.56 ,0.33 ,0.78 ,0.44 ,0.44 ,0.56 ,0.67 ,0.44 ,0.00 ,0.44 ,0.44 ,0.22 ,0.22 ,0.44 ,0.67 ,0.22 ,0.56 ,0.56 ,0.56 ,1.00 ,0.22 ,0.56 ,0.44 ,0.44 ,0.22 ,0.44 ,0.56 ,0.11 ,0.33 ,0.22 ,0.44 ,0.67 ,0.33 ,3.88 ,0.43 
P13,12.00 ,10.00 ,9.00 ,6.00 ,10.00 ,11.00 ,18.00 ,8.00 ,10.00 ,17.00 ,11.00 ,12.00 ,11.00 ,13.00 ,10.00 ,8.00 ,9.00 ,10.00 ,9.00 ,8.00 ,7.00 ,5.00 ,12.00 ,10.00 ,10.00 ,5.00 ,12.00 ,7.00 ,8.00 ,0.00 ,11.00 ,7.00 ,1.00 ,15.00 ,6.00 ,9.00 ,8.00 ,12.00 ,8.00 ,4.00 ,6.00 ,4.00 ,4.00 ,9.00 ,5.00 ,8.00 ,7.00 ,19.00 ,14.00 ,11.00 ,9.00 ,5.00 ,0.00 ,19.00 ,0.63 ,0.53 ,0.47 ,0.32 ,0.53 ,0.58 ,0.95 ,0.42 ,0.53 ,0.89 ,0.58 ,0.63 ,0.58 ,0.68 ,0.53 ,0.42 ,0.47 ,0.53 ,0.47 ,0.42 ,0.37 ,0.26 ,0.63 ,0.53 ,0.53 ,0.26 ,0.63 ,0.37 ,0.42 ,0.00 ,0.58 ,0.37 ,0.05 ,0.79 ,0.32 ,0.47 ,0.42 ,0.63 ,0.42 ,0.21 ,0.32 ,0.21 ,0.21 ,0.47 ,0.26 ,0.42 ,0.37 ,1.00 ,0.74 ,0.58 ,0.47 ,0.26 ,9.08 ,0.48 
P14,14.00 ,12.00 ,9.00 ,11.00 ,13.00 ,12.00 ,8.00 ,12.00 ,13.00 ,10.00 ,10.00 ,17.00 ,14.00 ,14.00 ,25.00 ,18.00 ,13.00 ,22.00 ,12.00 ,21.00 ,15.00 ,17.00 ,11.00 ,15.00 ,12.00 ,17.00 ,11.00 ,5.00 ,7.00 ,7.00 ,8.00 ,9.00 ,5.00 ,11.00 ,9.00 ,8.00 ,13.00 ,12.00 ,7.00 ,8.00 ,12.00 ,7.00 ,14.00 ,6.00 ,3.00 ,9.00 ,15.00 ,8.00 ,11.00 ,13.00 ,12.00 ,18.00 ,3.00 ,25.00 ,0.50 ,0.41 ,0.27 ,0.36 ,0.45 ,0.41 ,0.23 ,0.41 ,0.45 ,0.32 ,0.32 ,0.64 ,0.50 ,0.50 ,1.00 ,0.68 ,0.45 ,0.86 ,0.41 ,0.82 ,0.55 ,0.64 ,0.36 ,0.55 ,0.41 ,0.64 ,0.36 ,0.09 ,0.18 ,0.18 ,0.23 ,0.27 ,0.09 ,0.36 ,0.27 ,0.23 ,0.45 ,0.41 ,0.18 ,0.23 ,0.41 ,0.18 ,0.50 ,0.14 ,0.00 ,0.27 ,0.55 ,0.23 ,0.36 ,0.45 ,0.41 ,0.68 ,11.67 ,0.40 
P15,19.00 ,45.00 ,47.00 ,42.00 ,29.00 ,44.00 ,43.00 ,36.00 ,25.00 ,52.00 ,39.00 ,42.00 ,43.00 ,42.00 ,43.00 ,51.00 ,40.00 ,44.00 ,30.00 ,39.00 ,39.00 ,36.00 ,32.00 ,39.00 ,30.00 ,22.00 ,25.00 ,34.00 ,28.00 ,29.00 ,24.00 ,29.00 ,25.00 ,38.00 ,40.00 ,36.00 ,42.00 ,22.00 ,33.00 ,30.00 ,21.00 ,31.00 ,38.00 ,35.00 ,33.00 ,30.00 ,37.00 ,30.00 ,30.00 ,34.00 ,38.00 ,20.00 ,19.00 ,52.00 ,0.00 ,0.79 ,0.85 ,0.70 ,0.30 ,0.76 ,0.73 ,0.52 ,0.18 ,1.00 ,0.61 ,0.70 ,0.73 ,0.70 ,0.73 ,0.97 ,0.64 ,0.76 ,0.33 ,0.61 ,0.61 ,0.52 ,0.39 ,0.61 ,0.33 ,0.09 ,0.18 ,0.45 ,0.27 ,0.30 ,0.15 ,0.30 ,0.18 ,0.58 ,0.64 ,0.52 ,0.70 ,0.09 ,0.42 ,0.33 ,0.06 ,0.36 ,0.58 ,0.48 ,0.42 ,0.33 ,0.55 ,0.33 ,0.33 ,0.45 ,0.58 ,0.03 ,34.96 ,0.48 
P16,30.00 ,27.00 ,27.00 ,43.00 ,29.00 ,32.00 ,49.00 ,41.00 ,49.00 ,38.00 ,42.00 ,30.00 ,43.00 ,43.00 ,54.00 ,48.00 ,34.00 ,36.00 ,44.00 ,43.00 ,44.00 ,28.00 ,35.00 ,29.00 ,43.00 ,30.00 ,27.00 ,30.00 ,29.00 ,35.00 ,42.00 ,39.00 ,38.00 ,38.00 ,38.00 ,34.00 ,32.00 ,31.00 ,33.00 ,32.00 ,36.00 ,34.00 ,40.00 ,30.00 ,33.00 ,39.00 ,42.00 ,45.00 ,31.00 ,31.00 ,23.00 ,22.00 ,22.00 ,54.00 ,0.25 ,0.16 ,0.16 ,0.66 ,0.22 ,0.31 ,0.84 ,0.59 ,0.84 ,0.50 ,0.63 ,0.25 ,0.66 ,0.66 ,1.00 ,0.81 ,0.38 ,0.44 ,0.69 ,0.66 ,0.69 ,0.19 ,0.41 ,0.22 ,0.66 ,0.25 ,0.16 ,0.25 ,0.22 ,0.41 ,0.63 ,0.53 ,0.50 ,0.50 ,0.50 ,0.38 ,0.31 ,0.28 ,0.34 ,0.31 ,0.44 ,0.38 ,0.56 ,0.25 ,0.34 ,0.53 ,0.63 ,0.72 ,0.28 ,0.28 ,0.03 ,0.00 ,36.71 ,0.44 
P17,49.00 ,40.00 ,40.00 ,28.00 ,40.00 ,47.00 ,44.00 ,45.00 ,39.00 ,33.00 ,39.00 ,37.00 ,33.00 ,52.00 ,29.00 ,45.00 ,34.00 ,43.00 ,40.00 ,50.00 ,29.00 ,36.00 ,32.00 ,28.00 ,35.00 ,30.00 ,22.00 ,23.00 ,20.00 ,17.00 ,24.00 ,26.00 ,20.00 ,30.00 ,28.00 ,35.00 ,41.00 ,29.00 ,35.00 ,30.00 ,40.00 ,28.00 ,36.00 ,31.00 ,36.00 ,35.00 ,43.00 ,28.00 ,30.00 ,30.00 ,26.00 ,25.00 ,17.00 ,52.00 ,0.91 ,0.66 ,0.66 ,0.31 ,0.66 ,0.86 ,0.77 ,0.80 ,0.63 ,0.46 ,0.63 ,0.57 ,0.46 ,1.00 ,0.34 ,0.80 ,0.49 ,0.74 ,0.66 ,0.94 ,0.34 ,0.54 ,0.43 ,0.31 ,0.51 ,0.37 ,0.14 ,0.17 ,0.09 ,0.00 ,0.20 ,0.26 ,0.09 ,0.37 ,0.31 ,0.51 ,0.69 ,0.34 ,0.51 ,0.37 ,0.66 ,0.31 ,0.54 ,0.40 ,0.54 ,0.51 ,0.74 ,0.31 ,0.37 ,0.37 ,0.26 ,0.23 ,34.37 ,0.48 
P18,40.00 ,38.00 ,39.00 ,38.00 ,39.00 ,33.00 ,28.00 ,44.00 ,36.00 ,36.00 ,23.00 ,38.00 ,38.00 ,41.00 ,43.00 ,27.00 ,38.00 ,31.00 ,43.00 ,32.00 ,35.00 ,38.00 ,48.00 ,38.00 ,30.00 ,21.00 ,20.00 ,22.00 ,24.00 ,23.00 ,31.00 ,23.00 ,33.00 ,31.00 ,39.00 ,30.00 ,30.00 ,34.00 ,31.00 ,21.00 ,21.00 ,39.00 ,30.00 ,29.00 ,29.00 ,41.00 ,35.00 ,22.00 ,28.00 ,29.00 ,29.00 ,23.00 ,20.00 ,48.00 ,0.71 ,0.64 ,0.68 ,0.64 ,0.68 ,0.46 ,0.29 ,0.86 ,0.57 ,0.57 ,0.11 ,0.64 ,0.64 ,0.75 ,0.82 ,0.25 ,0.64 ,0.39 ,0.82 ,0.43 ,0.54 ,0.64 ,1.00 ,0.64 ,0.36 ,0.04 ,0.00 ,0.07 ,0.14 ,0.11 ,0.39 ,0.11 ,0.46 ,0.39 ,0.68 ,0.36 ,0.36 ,0.50 ,0.39 ,0.04 ,0.04 ,0.68 ,0.36 ,0.32 ,0.32 ,0.75 ,0.54 ,0.07 ,0.29 ,0.32 ,0.32 ,0.11 ,32.67 ,0.44 
P19,26.00 ,31.00 ,45.00 ,36.00 ,31.00 ,28.00 ,28.00 ,34.00 ,42.00 ,40.00 ,43.00 ,35.00 ,30.00 ,33.00 ,40.00 ,45.00 ,48.00 ,35.00 ,30.00 ,29.00 ,39.00 ,41.00 ,30.00 ,34.00 ,28.00 ,22.00 ,31.00 ,29.00 ,30.00 ,34.00 ,26.00 ,28.00 ,32.00 ,31.00 ,27.00 ,40.00 ,33.00 ,34.00 ,31.00 ,19.00 ,48.00 ,21.00 ,31.00 ,19.00 ,24.00 ,32.00 ,36.00 ,30.00 ,33.00 ,29.00 ,27.00 ,29.00 ,19.00 ,48.00 ,0.24 ,0.41 ,0.90 ,0.59 ,0.41 ,0.31 ,0.31 ,0.52 ,0.79 ,0.72 ,0.83 ,0.55 ,0.38 ,0.48 ,0.72 ,0.90 ,1.00 ,0.55 ,0.38 ,0.34 ,0.69 ,0.76 ,0.38 ,0.52 ,0.31 ,0.10 ,0.41 ,0.34 ,0.38 ,0.52 ,0.24 ,0.31 ,0.45 ,0.41 ,0.28 ,0.72 ,0.48 ,0.52 ,0.41 ,0.00 ,1.00 ,0.07 ,0.41 ,0.00 ,0.17 ,0.45 ,0.59 ,0.38 ,0.48 ,0.34 ,0.28 ,0.34 ,32.69 ,0.46 
P20,13.00 ,17.00 ,11.00 ,10.00 ,7.00 ,11.00 ,17.00 ,8.00 ,12.00 ,10.00 ,8.00 ,9.00 ,8.00 ,10.00 ,10.00 ,13.00 ,11.00 ,10.00 ,7.00 ,8.00 ,8.00 ,8.00 ,9.00 ,7.00 ,10.00 ,8.00 ,8.00 ,9.00 ,8.00 ,9.00 ,7.00 ,7.00 ,5.00 ,5.00 ,4.00 ,5.00 ,8.00 ,8.00 ,9.00 ,8.00 ,9.00 ,9.00 ,7.00 ,8.00 ,8.00 ,9.00 ,17.00 ,2.00 ,9.00 ,6.00 ,12.00 ,9.00 ,2.00 ,17.00 ,0.73 ,1.00 ,0.60 ,0.53 ,0.33 ,0.60 ,1.00 ,0.40 ,0.67 ,0.53 ,0.40 ,0.47 ,0.40 ,0.53 ,0.53 ,0.73 ,0.60 ,0.53 ,0.33 ,0.40 ,0.40 ,0.40 ,0.47 ,0.33 ,0.53 ,0.40 ,0.40 ,0.47 ,0.40 ,0.47 ,0.33 ,0.33 ,0.20 ,0.20 ,0.13 ,0.20 ,0.40 ,0.40 ,0.47 ,0.40 ,0.47 ,0.47 ,0.33 ,0.40 ,0.40 ,0.47 ,1.00 ,0.00 ,0.47 ,0.27 ,0.67 ,0.47 ,8.94 ,0.46 
P21,12.00 ,5.00 ,9.00 ,8.00 ,9.00 ,6.00 ,10.00 ,13.00 ,6.00 ,12.00 ,13.00 ,10.00 ,15.00 ,12.00 ,8.00 ,12.00 ,12.00 ,9.00 ,12.00 ,8.00 ,9.00 ,13.00 ,10.00 ,7.00 ,9.00 ,4.00 ,11.00 ,3.00 ,3.00 ,3.00 ,7.00 ,6.00 ,9.00 ,9.00 ,14.00 ,10.00 ,7.00 ,7.00 ,7.00 ,8.00 ,7.00 ,8.00 ,13.00 ,5.00 ,8.00 ,10.00 ,10.00 ,11.00 ,11.00 ,12.00 ,5.00 ,5.00 ,3.00 ,15.00 ,0.75 ,0.17 ,0.50 ,0.42 ,0.50 ,0.25 ,0.58 ,0.83 ,0.25 ,0.75 ,0.83 ,0.58 ,1.00 ,0.75 ,0.42 ,0.75 ,0.75 ,0.50 ,0.75 ,0.42 ,0.50 ,0.83 ,0.58 ,0.33 ,0.50 ,0.08 ,0.67 ,0.00 ,0.00 ,0.00 ,0.33 ,0.25 ,0.50 ,0.50 ,0.92 ,0.58 ,0.33 ,0.33 ,0.33 ,0.42 ,0.33 ,0.42 ,0.83 ,0.17 ,0.42 ,0.58 ,0.58 ,0.67 ,0.67 ,0.75 ,0.17 ,0.17 ,8.98 ,0.49 
P22,8.00 ,14.00 ,8.00 ,9.00 ,17.00 ,6.00 ,17.00 ,15.00 ,11.00 ,13.00 ,9.00 ,18.00 ,5.00 ,8.00 ,12.00 ,6.00 ,17.00 ,9.00 ,10.00 ,6.00 ,9.00 ,17.00 ,10.00 ,9.00 ,9.00 ,1.00 ,4.00 ,4.00 ,10.00 ,9.00 ,9.00 ,5.00 ,5.00 ,7.00 ,10.00 ,11.00 ,8.00 ,8.00 ,11.00 ,10.00 ,9.00 ,6.00 ,7.00 ,3.00 ,7.00 ,12.00 ,11.00 ,15.00 ,13.00 ,4.00 ,11.00 ,5.00 ,1.00 ,18.00 ,0.41 ,0.76 ,0.41 ,0.47 ,0.94 ,0.29 ,0.94 ,0.82 ,0.59 ,0.71 ,0.47 ,1.00 ,0.24 ,0.41 ,0.65 ,0.29 ,0.94 ,0.47 ,0.53 ,0.29 ,0.47 ,0.94 ,0.53 ,0.47 ,0.47 ,0.00 ,0.18 ,0.18 ,0.53 ,0.47 ,0.47 ,0.24 ,0.24 ,0.35 ,0.53 ,0.59 ,0.41 ,0.41 ,0.59 ,0.53 ,0.47 ,0.29 ,0.35 ,0.12 ,0.35 ,0.65 ,0.59 ,0.82 ,0.71 ,0.18 ,0.59 ,0.24 ,9.53 ,0.49 
P23,3.00 ,5.00 ,4.00 ,3.00 ,3.00 ,2.00 ,5.00 ,4.00 ,5.00 ,5.00 ,7.00 ,7.00 ,5.00 ,4.00 ,6.00 ,6.00 ,6.00 ,8.00 ,4.00 ,4.00 ,3.00 ,3.00 ,3.00 ,4.00 ,9.00 ,4.00 ,6.00 ,5.00 ,4.00 ,3.00 ,2.00 ,3.00 ,1.00 ,3.00 ,4.00 ,5.00 ,6.00 ,5.00 ,2.00 ,5.00 ,3.00 ,6.00 ,3.00 ,3.00 ,4.00 ,5.00 ,2.00 ,1.00 ,6.00 ,2.00 ,4.00 ,0.00 ,0.00 ,9.00 ,0.33 ,0.56 ,0.44 ,0.33 ,0.33 ,0.22 ,0.56 ,0.44 ,0.56 ,0.56 ,0.78 ,0.78 ,0.56 ,0.44 ,0.67 ,0.67 ,0.67 ,0.89 ,0.44 ,0.44 ,0.33 ,0.33 ,0.33 ,0.44 ,1.00 ,0.44 ,0.67 ,0.56 ,0.44 ,0.33 ,0.22 ,0.33 ,0.11 ,0.33 ,0.44 ,0.56 ,0.67 ,0.56 ,0.22 ,0.56 ,0.33 ,0.67 ,0.33 ,0.33 ,0.44 ,0.56 ,0.22 ,0.11 ,0.67 ,0.22 ,0.44 ,0.00 ,4.27 ,0.46 
P24,36.00 ,42.00 ,27.00 ,33.00 ,40.00 ,48.00 ,38.00 ,39.00 ,41.00 ,39.00 ,44.00 ,35.00 ,53.00 ,52.00 ,43.00 ,45.00 ,41.00 ,42.00 ,43.00 ,26.00 ,35.00 ,29.00 ,48.00 ,24.00 ,33.00 ,34.00 ,23.00 ,24.00 ,26.00 ,28.00 ,32.00 ,34.00 ,38.00 ,40.00 ,32.00 ,31.00 ,50.00 ,36.00 ,43.00 ,42.00 ,32.00 ,32.00 ,38.00 ,36.00 ,39.00 ,32.00 ,31.00 ,39.00 ,23.00 ,40.00 ,32.00 ,14.00 ,14.00 ,53.00 ,0.56 ,0.72 ,0.33 ,0.49 ,0.67 ,0.87 ,0.62 ,0.64 ,0.69 ,0.64 ,0.77 ,0.54 ,1.00 ,0.97 ,0.74 ,0.79 ,0.69 ,0.72 ,0.74 ,0.31 ,0.54 ,0.38 ,0.87 ,0.26 ,0.49 ,0.51 ,0.23 ,0.26 ,0.31 ,0.36 ,0.46 ,0.51 ,0.62 ,0.67 ,0.46 ,0.44 ,0.92 ,0.56 ,0.74 ,0.72 ,0.46 ,0.46 ,0.62 ,0.56 ,0.64 ,0.46 ,0.44 ,0.64 ,0.23 ,0.67 ,0.46 ,0.00 ,36.55 ,0.57 
P25,26.00 ,28.00 ,33.00 ,32.00 ,20.00 ,33.00 ,42.00 ,29.00 ,24.00 ,32.00 ,45.00 ,41.00 ,35.00 ,39.00 ,32.00 ,36.00 ,31.00 ,32.00 ,48.00 ,26.00 ,34.00 ,30.00 ,36.00 ,31.00 ,34.00 ,19.00 ,19.00 ,27.00 ,28.00 ,32.00 ,21.00 ,24.00 ,34.00 ,26.00 ,38.00 ,32.00 ,26.00 ,22.00 ,27.00 ,32.00 ,37.00 ,29.00 ,32.00 ,27.00 ,40.00 ,33.00 ,29.00 ,35.00 ,30.00 ,29.00 ,25.00 ,20.00 ,19.00 ,48.00 ,0.24 ,0.31 ,0.48 ,0.45 ,0.03 ,0.48 ,0.79 ,0.34 ,0.17 ,0.45 ,0.90 ,0.76 ,0.55 ,0.69 ,0.45 ,0.59 ,0.41 ,0.45 ,1.00 ,0.24 ,0.52 ,0.38 ,0.59 ,0.41 ,0.52 ,0.00 ,0.00 ,0.28 ,0.31 ,0.45 ,0.07 ,0.17 ,0.52 ,0.24 ,0.66 ,0.45 ,0.24 ,0.10 ,0.28 ,0.45 ,0.62 ,0.34 ,0.45 ,0.28 ,0.72 ,0.48 ,0.34 ,0.55 ,0.38 ,0.34 ,0.21 ,0.03 ,31.18 ,0.41 
P26,14.00 ,14.00 ,9.00 ,8.00 ,9.00 ,7.00 ,9.00 ,11.00 ,10.00 ,14.00 ,16.00 ,7.00 ,15.00 ,8.00 ,18.00 ,8.00 ,11.00 ,12.00 ,9.00 ,15.00 ,16.00 ,20.00 ,7.00 ,10.00 ,12.00 ,9.00 ,9.00 ,9.00 ,5.00 ,8.00 ,10.00 ,10.00 ,10.00 ,7.00 ,6.00 ,6.00 ,11.00 ,7.00 ,10.00 ,8.00 ,10.00 ,5.00 ,15.00 ,5.00 ,9.00 ,3.00 ,13.00 ,9.00 ,10.00 ,11.00 ,10.00 ,21.00 ,3.00 ,21.00 ,0.61 ,0.61 ,0.33 ,0.28 ,0.33 ,0.22 ,0.33 ,0.44 ,0.39 ,0.61 ,0.72 ,0.22 ,0.67 ,0.28 ,0.83 ,0.28 ,0.44 ,0.50 ,0.33 ,0.67 ,0.72 ,0.94 ,0.22 ,0.39 ,0.50 ,0.33 ,0.33 ,0.33 ,0.11 ,0.28 ,0.39 ,0.39 ,0.39 ,0.22 ,0.17 ,0.17 ,0.44 ,0.22 ,0.39 ,0.28 ,0.39 ,0.11 ,0.67 ,0.11 ,0.33 ,0.00 ,0.56 ,0.33 ,0.39 ,0.44 ,0.39 ,1.00 ,10.06 ,0.40 
P27,44.00 ,34.00 ,33.00 ,39.00 ,34.00 ,30.00 ,47.00 ,27.00 ,45.00 ,39.00 ,47.00 ,39.00 ,35.00 ,47.00 ,29.00 ,45.00 ,52.00 ,38.00 ,51.00 ,38.00 ,41.00 ,21.00 ,33.00 ,33.00 ,25.00 ,27.00 ,32.00 ,42.00 ,26.00 ,33.00 ,26.00 ,26.00 ,32.00 ,31.00 ,26.00 ,38.00 ,46.00 ,28.00 ,30.00 ,31.00 ,41.00 ,21.00 ,40.00 ,33.00 ,32.00 ,26.00 ,26.00 ,29.00 ,44.00 ,30.00 ,34.00 ,28.00 ,21.00 ,52.00 ,0.74 ,0.42 ,0.39 ,0.58 ,0.42 ,0.29 ,0.84 ,0.19 ,0.77 ,0.58 ,0.84 ,0.58 ,0.45 ,0.84 ,0.26 ,0.77 ,1.00 ,0.55 ,0.97 ,0.55 ,0.65 ,0.00 ,0.39 ,0.39 ,0.13 ,0.19 ,0.35 ,0.68 ,0.16 ,0.39 ,0.16 ,0.16 ,0.35 ,0.32 ,0.16 ,0.55 ,0.81 ,0.23 ,0.29 ,0.32 ,0.65 ,0.00 ,0.61 ,0.39 ,0.35 ,0.16 ,0.16 ,0.26 ,0.74 ,0.29 ,0.42 ,0.23 ,34.94 ,0.44 
P28,34.00 ,32.00 ,36.00 ,41.00 ,31.00 ,31.00 ,32.00 ,29.00 ,43.00 ,33.00 ,37.00 ,44.00 ,37.00 ,27.00 ,36.00 ,38.00 ,24.00 ,36.00 ,30.00 ,32.00 ,29.00 ,40.00 ,41.00 ,36.00 ,33.00 ,22.00 ,28.00 ,23.00 ,35.00 ,36.00 ,33.00 ,32.00 ,24.00 ,31.00 ,22.00 ,33.00 ,37.00 ,34.00 ,33.00 ,29.00 ,36.00 ,33.00 ,32.00 ,35.00 ,41.00 ,34.00 ,29.00 ,30.00 ,27.00 ,26.00 ,34.00 ,25.00 ,22.00 ,44.00 ,0.55 ,0.45 ,0.64 ,0.86 ,0.41 ,0.41 ,0.45 ,0.32 ,0.95 ,0.50 ,0.68 ,1.00 ,0.68 ,0.23 ,0.64 ,0.73 ,0.09 ,0.64 ,0.36 ,0.45 ,0.32 ,0.82 ,0.86 ,0.64 ,0.50 ,0.00 ,0.27 ,0.05 ,0.59 ,0.64 ,0.50 ,0.45 ,0.09 ,0.41 ,0.00 ,0.50 ,0.68 ,0.55 ,0.50 ,0.32 ,0.64 ,0.50 ,0.45 ,0.59 ,0.86 ,0.55 ,0.32 ,0.36 ,0.23 ,0.18 ,0.55 ,0.14 ,32.88 ,0.48 
P29,13.00 ,10.00 ,12.00 ,17.00 ,17.00 ,11.00 ,15.00 ,16.00 ,10.00 ,12.00 ,18.00 ,6.00 ,14.00 ,12.00 ,11.00 ,10.00 ,19.00 ,25.00 ,9.00 ,17.00 ,12.00 ,15.00 ,16.00 ,11.00 ,14.00 ,15.00 ,4.00 ,13.00 ,12.00 ,10.00 ,7.00 ,10.00 ,7.00 ,19.00 ,10.00 ,5.00 ,14.00 ,7.00 ,11.00 ,10.00 ,11.00 ,14.00 ,10.00 ,13.00 ,6.00 ,9.00 ,5.00 ,12.00 ,15.00 ,11.00 ,10.00 ,16.00 ,4.00 ,25.00 ,0.43 ,0.29 ,0.38 ,0.62 ,0.62 ,0.33 ,0.52 ,0.57 ,0.29 ,0.38 ,0.67 ,0.10 ,0.48 ,0.38 ,0.33 ,0.29 ,0.71 ,1.00 ,0.24 ,0.62 ,0.38 ,0.52 ,0.57 ,0.33 ,0.48 ,0.52 ,0.00 ,0.43 ,0.38 ,0.29 ,0.14 ,0.29 ,0.14 ,0.71 ,0.29 ,0.05 ,0.48 ,0.14 ,0.33 ,0.29 ,0.33 ,0.48 ,0.29 ,0.43 ,0.10 ,0.24 ,0.05 ,0.38 ,0.52 ,0.33 ,0.29 ,0.57 ,12.06 ,0.39 
P30,46.00 ,36.00 ,45.00 ,34.00 ,35.00 ,36.00 ,43.00 ,28.00 ,26.00 ,33.00 ,46.00 ,42.00 ,41.00 ,42.00 ,37.00 ,38.00 ,40.00 ,35.00 ,29.00 ,31.00 ,43.00 ,29.00 ,39.00 ,35.00 ,35.00 ,20.00 ,16.00 ,29.00 ,38.00 ,28.00 ,24.00 ,29.00 ,34.00 ,18.00 ,29.00 ,31.00 ,25.00 ,41.00 ,36.00 ,27.00 ,26.00 ,40.00 ,18.00 ,32.00 ,35.00 ,39.00 ,32.00 ,29.00 ,23.00 ,28.00 ,18.00 ,21.00 ,16.00 ,46.00 ,1.00 ,0.67 ,0.97 ,0.60 ,0.63 ,0.67 ,0.90 ,0.40 ,0.33 ,0.57 ,1.00 ,0.87 ,0.83 ,0.87 ,0.70 ,0.73 ,0.80 ,0.63 ,0.43 ,0.50 ,0.90 ,0.43 ,0.77 ,0.63 ,0.63 ,0.13 ,0.00 ,0.43 ,0.73 ,0.40 ,0.27 ,0.43 ,0.60 ,0.07 ,0.43 ,0.50 ,0.30 ,0.83 ,0.67 ,0.37 ,0.33 ,0.80 ,0.07 ,0.53 ,0.63 ,0.77 ,0.53 ,0.43 ,0.23 ,0.40 ,0.07 ,0.17 ,33.12 ,0.55 
